ID,Text,Label,Parent_Text,Hashtags,Language_Script,Sentiment
1234,Agroforestry se carbon sequestration hoti hai.,non-hate,N/A,#environment,Mixed,Positive
1235,Ye monoculture farming biodiversity ko kill karta hai.,hate,N/A,#environment,Mixed,Negative
1236,India ka cultural festivals global appeal rakhte hain.,non-hate,N/A,#nationalism,Mixed,Positive
1237,Ye festival commercialization authenticity ko ruin karta hai.,hate,N/A,#nationalism,Mixed,Negative
1238,Ye government ka slow infrastructure upgrades progress ko halt karta hai.,hate,N/A,#politics,Mixed,Negative
1239,Smart cities se urban living improve hota hai.,non-hate,N/A,#politics,Mixed,Positive
1240,Ye overhyped directors same old formulas repeat karte hain.,hate,N/A,#entertainment,Mixed,Negative
1241,Ye indie film raw aur impactful tha.,non-hate,N/A,#entertainment,Mixed,Positive
1242,Aaj ka farmers‘«÷ market fresh aur vibrant tha.,non-hate,N/A,#daily life,Mixed,Positive
1243,Ye overpriced vendors quality nahi dete.,hate,N/A,#daily life,Mixed,Negative
1244,Universal basic services se quality of life badhti hai.,non-hate,N/A,#social issues,Mixed,Positive
1245,Tum jaise log welfare ko burden kehte ho.,hate,It‘«÷s progress.,#social issues,Mixed,Negative
1246,Ye smart lock ka security reliable hai.,non-hate,N/A,#technology,Mixed,Positive
1247,Ye smart locks hacking risks badhate hain.,hate,N/A,#technology,Mixed,Negative
1248,Ye triathlon event endurance aur grit ka test tha.,non-hate,N/A,#sports,Mixed,Positive
1249,Ye triathletes ka doping fairness ko destroy karta hai.,hate,N/A,#sports,Mixed,Negative
1250,Proper pacing se triathlon performance improve hoti hai.,non-hate,N/A,#health,Mixed,Positive
1251,Ye log triathlon training ko overdo karte hain.,hate,Balance is key.,#health,Mixed,Negative
1252,Online economics classes se financial systems samajh aate hain.,non-hate,N/A,#education,Mixed,Positive
1253,Ye economic theories real-world problems ko ignore karte hain.,hate,N/A,#education,Mixed,Negative
1254,Rewetting peatlands se climate benefits milte hain.,non-hate,N/A,#environment,Mixed,Positive
1255,Ye peat extraction ecosystems ko ruin karta hai.,hate,N/A,#environment,Mixed,Negative
1256,India ka renewable energy targets ambitious aur inspiring hain.,non-hate,N/A,#nationalism,Mixed,Positive
1257,Ye energy policy fossil fuels ko favor karta hai.,hate,N/A,#nationalism,Mixed,Negative
1258,Ye government ka inaction job creation ko stall karta hai.,hate,N/A,#politics,Mixed,Negative
1259,Apprenticeships se skill development hota hai.,non-hate,N/A,#politics,Mixed,Positive
1260,Ye lazy writing in dramas depth nahi deta.,hate,N/A,#entertainment,Mixed,Negative
1261,Ye period drama detailed aur immersive tha.,non-hate,N/A,#entertainment,Mixed,Positive
1262,Aaj ka birdwatching peaceful aur educational tha.,non-hate,N/A,#daily life,Mixed,Positive
1263,Ye noisy tourists wildlife ko disturb karte hain.,hate,N/A,#daily life,Mixed,Negative
1264,Universal childcare subsidies se family support badhta hai.,non-hate,N/A,#social issues,Mixed,Positive
1265,Tum jaise log childcare ko unnecessary expense kehte ho.,hate,It‘«÷s vital.,#social issues,Mixed,Negative
1266,Ye smart thermostat ka energy saving practical hai.,non-hate,N/A,#technology,Mixed,Positive
1267,Ye thermostat glitches comfort ko ruin karte hain.,hate,N/A,#technology,Mixed,Negative
1268,Ye sailing race strategic aur thrilling tha.,non-hate,N/A,#sports,Mixed,Positive
1269,Ye sailors ka rule-breaking safety ko compromise karta hai.,hate,N/A,#sports,Mixed,Negative
1270,Proper sail trim se speed aur control badhta hai.,non-hate,N/A,#health,Mixed,Positive
1271,Ye log sailing safety ko lightly lete hain.,hate,Stay vigilant.,#health,Mixed,Negative
1272,Online philosophy classes se critical thinking badhti hai.,non-hate,N/A,#education,Mixed,Positive
1273,Ye philosophy debates pointless aur pretentious hain.,hate,N/A,#education,Mixed,Negative
1274,Urban green roofs se heat reduction hoti hai.,non-hate,N/A,#environment,Mixed,Positive
1275,Ye urban heat islands health risks badhate hain.,hate,N/A,#environment,Mixed,Negative
1276,India ka startup ecosystem global innovation mein lead karta hai.,non-hate,N/A,#nationalism,Mixed,Positive
1277,Ye startup failures overhyping se hote hain.,hate,N/A,#nationalism,Mixed,Negative
1278,Ye government ka slow healthcare response lives endanger karta hai.,hate,N/A,#politics,Mixed,Negative
1279,Telemedicine se healthcare access badhta hai.,non-hate,N/A,#politics,Mixed,Positive
1280,Ye overhyped singers autotune ke bina flop hain.,hate,N/A,#entertainment,Mixed,Negative
1281,Ye acoustic cover soulful aur pure tha.,non-hate,N/A,#entertainment,Mixed,Positive
1282,Aaj ka meditation session calming aur refreshing tha.,non-hate,N/A,#daily life,Mixed,Positive
1283,Ye loud neighbors meditation ko ruin karte hain.,hate,N/A,#daily life,Mixed,Negative
1284,Universal education subsidies se access equal hota hai.,non-hate,N/A,#social issues,Mixed,Positive
1285,Tum jaise log education funding ko waste kehte ho.,hate,It‘«÷s the future.,#social issues,Mixed,Negative
1286,Ye smart bulb ka brightness control convenient hai.,non-hate,N/A,#technology,Mixed,Positive
1287,Ye smart bulbs connectivity issues se frustrate karte hain.,hate,N/A,#technology,Mixed,Negative
1288,Ye wrestling match raw aur exciting tha.,non-hate,N/A,#sports,Mixed,Positive
1289,Ye wrestling drama sports ka authenticity kharab karta hai.,hate,N/A,#sports,Mixed,Negative
1290,Proper wrestling stance se power aur balance badhta hai.,non-hate,N/A,#health,Mixed,Positive
1291,Ye log wrestling safety ko neglect karte hain.,hate,Stay safe.,#health,Mixed,Negative
1292,Online history classes se past lessons seekhne ko milte hain.,non-hate,N/A,#education,Mixed,Positive
1293,Ye history distortions truth ko bury karte hain.,hate,N/A,#education,Mixed,Negative
1294,Community solar farms se energy equity badhti hai.,non-hate,N/A,#environment,Mixed,Positive
1295,Ye solar opposition clean energy ko delay karta hai.,hate,N/A,#environment,Mixed,Negative
1296,India ka cultural heritage humanity ko inspire karta hai.,non-hate,N/A,#nationalism,Mixed,Positive
1297,Ye cultural ignorance heritage ko disrespect karta hai.,hate,N/A,#nationalism,Mixed,Negative
1298,Ye government ka inaction infrastructure collapse cause karta hai.,hate,N/A,#politics,Mixed,Negative
1299,Public transit upgrades se mobility badhti hai.,non-hate,N/A,#politics,Mixed,Positive
1300,Ye lazy reboots fan nostalgia ka faida uthate hain.,hate,N/A,#entertainment,Mixed,Negative
1301,Ye reboot fresh aur nostalgic balance karta hai.,non-hate,N/A,#entertainment,Mixed,Positive
1302,Aaj ka painting session expressive aur fun tha.,non-hate,N/A,#daily life,Mixed,Positive
1303,Ye art critics creativity ko discourage karte hain.,hate,N/A,#daily life,Mixed,Negative
1304,Universal basic assets se economic equity badhti hai.,non-hate,N/A,#social issues,Mixed,Positive
1305,Tum jaise log wealth distribution ko unfair kehte ho.,hate,It‘«÷s justice.,#social issues,Mixed,Negative
1306,Ye smart fridge ka inventory tracking useful hai.,non-hate,N/A,#technology,Mixed,Positive
1307,Ye smart appliances overcomplicated aur unreliable hain.,hate,N/A,#technology,Mixed,Negative
1308,Ye e-sports tournament competitive aur entertaining tha.,non-hate,N/A,#sports,Mixed,Positive
1309,Ye e-sports cheaters gaming integrity ko ruin karte hain.,hate,N/A,#sports,Mixed,Negative
1310,Proper ergonomics se gaming comfort badhta hai.,non-hate,N/A,#health,Mixed,Positive
1311,Ye log gaming posture ko ignore karte hain.,hate,Sit right.,#health,Mixed,Negative
1312,Online STEM classes se innovation spark hoti hai.,non-hate,N/A,#education,Mixed,Positive
1313,Ye STEM stereotypes diversity ko limit karte hain.,hate,N/A,#education,Mixed,Negative
1314,Vertical farming se urban food supply badhti hai.,non-hate,N/A,#environment,Mixed,Positive
1315,Ye industrial agriculture sustainability ko undermine karta hai.,hate,N/A,#environment,Mixed,Negative
1316,India ka renewable energy leadership global hai.,non-hate,N/A,#nationalism,Mixed,Positive
1317,Ye energy monopolies clean energy ko block karte hain.,hate,N/A,#nationalism,Mixed,Negative
1318,Ye government ka slow education reform youth ko fail karta hai.,hate,N/A,#politics,Mixed,Negative
1319,STEM funding se future-ready workforce banta hai.,non-hate,N/A,#politics,Mixed,Positive
1320,Ye overhyped movies trailers se zyada kuch nahi dete.,hate,N/A,#entertainment,Mixed,Negative
1321,Ye indie documentary raw aur eye-opening tha.,non-hate,N/A,#entertainment,Mixed,Positive
1322,Aaj ka sunset view breathtaking aur serene tha.,non-hate,N/A,#daily life,Mixed,Positive
1323,Ye loud parties nature ka peace kharab karte hain.,hate,N/A,#daily life,Mixed,Negative
1324,Universal suffrage se democracy strong hoti hai.,non-hate,N/A,#social issues,Mixed,Positive
1325,Tum jaise log voting rights ko restrict karna chahte ho.,hate,Every voice counts.,#social issues,Mixed,Negative
1326,Ye smart TV ka picture quality stunning hai.,non-hate,N/A,#technology,Mixed,Positive
1327,Ye smart TV ads user experience ko ruin karte hain.,hate,N/A,#technology,Mixed,Negative
1328,Ye Paralympic event inspiring aur powerful tha.,non-hate,N/A,#sports,Mixed,Positive
1329,Ye ableist attitudes Paralympians ko disrespect karte hain.,hate,N/A,#sports,Mixed,Negative
1330,Proper mobility aids se athlete performance badhti hai.,non-hate,N/A,#health,Mixed,Positive
1331,Ye log accessibility needs ko ignore karte hain.,hate,Inclusion matters.,#health,Mixed,Negative
1332,Online music classes se talent nurture hota hai.,non-hate,N/A,#education,Mixed,Positive
1333,Ye music cuts in schools creativity ko kill karte hain.,hate,N/A,#education,Mixed,Negative
1334,Rooftop solar se energy independence milti hai.,non-hate,N/A,#environment,Mixed,Positive
1335,Ye solar subsidies misuse clean energy ko slow karte hain.,hate,N/A,#environment,Mixed,Negative
1336,India ka linguistic diversity cultural treasure hai.,non INST-hate,N/A,#nationalism,Mixed,Positive
1337,Ye language imposition regional pride ko hurt karta hai.,hate,N/A,#nationalism,Mixed,Negative
1338,Ye government ka inaction climate action ko delay karta hai.,hate,N/A,#politics,Mixed,Negative
1339,Carbon taxes se emissions control hota hai.,non-hate,N/A,#politics,Mixed,Positive
1340,Ye formulaic action films predictable aur boring hain.,hate,N/A,#entertainment,Mixed,Negative
1341,Ye action thriller fast-paced aur gripping tha.,non-hate,N/A,#entertainment,Mixed,Positive
1342,Aaj ka cooking experiment delicious aur satisfying tha.,non-hate,N/A,#daily life,Mixed,Positive
1343,Ye food delivery delays hunger ko torture banate hain.,hate,N/A,#daily life,Mixed,Negative
1344,Universal basic income se economic stability badhti hai.,non-hate,N/A,#social issues,Mixed,Positive
1345,Tum jaise log UBI ko socialism ka naam dete ho.,hate,It‘«÷s empowerment.,#social issues,Mixed,Negative
1346,Ye gaming mouse ka precision spot-on hai.,non-hate,N/A,#technology,Mixed,Positive
1347,Ye gaming gear overpricing value nahi deta.,hate,N/A,#technology,Mixed,Negative
1348,Ye winter sports event scenic aur thrilling tha.,non-hate,N/A,#sports,Mixed,Positive
1349,Ye doping scandals winter sports ko tarnish karte hain.,hate,N/A,#sports,Mixed,Negative
1350,Proper warm-ups se winter sports injuries kam hote hain.,non-hate,N/A,#health,Mixed,Positive
1351,Ye log warm-ups ko skip karte hain aur hurt hote hain.,hate,Prepare well.,#health,Mixed,Negative
1352,Online art history classes se cultural appreciation badhta hai.,non-hate,N/A,#education,Mixed,Positive
1353,Ye art history revisions facts ko manipulate karte hain.,hate,N/A,#education,Mixed,Negative
1354,Community composting se waste management hota hai.,non-hate,N/A,#environment,Mixed,Positive
1355,Ye landfill expansions pollution badhate hain.,hate,N/A,#environment,Mixed,Negative
1356,India ka judicial system resilience dikhata hai.,non-hate,N/A,#nationalism,Mixed,Positive
1357,Ye judicial corruption justice ko hollow karta hai.,hate,N/A,#nationalism,Mixed,Negative
1358,Ye government ka slow justice delivery trust erode karta hai.,hate,N/A,#politics,Mixed,Negative
1359,Legal aid se justice accessible hoti hai.,non-hate,N/A,#politics,Mixed,Positive
1360,Ye overhyped TV shows hype ke layak nahi hote.,hate,N/A,#entertainment,Mixed,Negative
1361,Ye comedy series witty aur refreshing tha.,non-hate,N/A,#entertainment,Mixed,Positive
1362,Aaj ka park picnic sunny aur delightful tha.,non-hate,N/A,#daily life,Mixed,Positive
1363,Ye park littering nature lovers ko disappoint karta hai.,hate,N/A,#daily life,Mixed,Negative
1364,Universal healthcare se health equity badhti hai.,non-hate,N/A,#social issues,Mixed,Positive
1365,Tum jaise log healthcare ko luxury samajhte ho.,hate,It‘«÷s a necessity.,#social issues,Mixed,Negative
1366,Ye smartwatch ka battery life dependable hai.,non-hate,N/A,#technology,Mixed,Positive
1367,Ye smartwatch updates bugs introduce karte hain.,hate,N/A,#technology,Mixed,Negative
1368,Ye sailing regatta graceful aur competitive tha.,non-hate,N/A,#sports,Mixed,Positive
1369,Ye sailing mishaps poor planning se hote hain.,hate,N/A,#sports,Mixed,Negative
1370,Proper navigation se sailing safety badhti hai.,non-hate,N/A,#health,Mixed,Positive
1371,Ye log navigation skills ko underestimate karte hain.,hate,Learn basics.,#health,Mixed,Negative
1372,Online sociology classes se social dynamics samajh aate hain.,non-hate,N/A,#education,Mixed,Positive
1373,Ye sociology trends reality se disconnected hain.,hate,N/A,#education,Mixed,Negative
1374,Urban wetlands se flood protection hoti hai.,non-hate,N/A,#environment,Mixed,Positive
1375,Ye wetland drainage disasters invite karta hai.,hate,N/A,#environment,Mixed,Negative
1376,India ka IT sector global competitiveness dikhata hai.,non-hate,N/A,#nationalism,Mixed,Positive
1377,Ye IT outsourcing local jobs ko threaten karta hai.,hate,N/A,#nationalism,Mixed,Negative
1378,Ye government ka inaction education quality ko hurt karta hai.,hate,N/A,#politics,Mixed,Negative
1379,Vocational training se employability badhti hai.,non-hate,N/A,#politics,Mixed,Positive
1380,Ye lazy writing in movies depth nahi deta.,hate,N/A,#entertainment,Mixed,Negative
1381,Ye biographical film inspiring aur well-made tha.,non-hate,N/A,#entertainment,Mixed,Positive
1382,Aaj ka pottery workshop creative aur relaxing tha.,non-hate,N/A,#daily life,Mixed,Positive
1383,Ye pottery supply shortages projects ko ruin karte hain.,hate,N/A,#daily life,Mixed,Negative
1384,Universal basic mobility se transport equity badhti hai.,non-hate,N/A,#social issues,Mixed,Positive
1385,Tum jaise log public transit ko backward samajhte ho.,hate,It‘«÷s progress.,#social issues,Mixed,Negative
1386,Ye laptop ka performance multitasking ke liye perfect hai.,non-hate,N/A,#technology,Mixed,Positive
1387,Ye laptop overheating issues se productivity kam karta hai.,hate,N/A,#technology,Mixed,Negative
1388,Ye rowing competition strength aur teamwork ka display tha.,non-hate,N/A,#sports,Mixed,Positive
1389,Ye rowers ka lack of sync performance ko ruin karta hai.,hate,N/A,#sports,Mixed,Negative
1390,Proper rowing form se endurance badhti hai.,non-hate,N/A,#health,Mixed,Positive
1391,Ye log rowing technique ko casually lete hain.,hate,Train right.,#health,Mixed,Negative
1392,Online psychology classes se behavior samajh aata hai.,non-hate,N/A,#education,Mixed,Positive
1393,Ye pop psychology science ko oversimplify karta hai.,hate,N/A,#education,Mixed,Negative
1394,Community solar projects se energy access badhta hai.,non-hate,N/A,#environment,Mixed,Positive
1395,Ye solar panel waste disposal issues create karta hai.,hate,N/A,#environment,Mixed,Negative
1396,India ka cultural diplomacy global respect kamata hai.,non-hate,N/A,#nationalism,Mixed,Positive
1397,Ye cultural stereotypes India ko misrepresent karte hain.,hate,N/A,#nationalism,Mixed,Negative
1398,Ye government ka slow infrastructure funding progress ko rokta hai.,hate,N/A,#politics,Mixed,Negative
1399,High-speed rail se connectivity badhti hai.,non-hate,N/A,#politics,Mixed,Positive
1400,Ye lazy remakes originality ka daman chhodte hain.,hate,N/A,#entertainment,Mixed,Negative
1401,Ye remake classic ko modern twist deta hai.,non-hate,N/A,#entertainment,Mixed,Positive
1402,Aaj ka beach cleanup meaningful aur refreshing tha.,non-hate,N/A,#daily life,Mixed,Positive
1403,Ye beach litterers environment ko disrespect karte hain.,hate,N/A,#daily life,Mixed,Negative
1404,Universal basic services se social welfare badhta hai.,non-hate,N/A,#social issues,Mixed,Positive
1405,Tum jaise log welfare programs ko handouts kehte ho.,hate,It‘«÷s support.,#social issues,Mixed,Negative
1406,Ye smart camera ka motion detection sharp hai.,non-hate,N/A,#technology,Mixed,Positive
1407,Ye smart cameras privacy invade karte hain.,hate,N/A,#technology,Mixed,Negative
1408,Ye kayaking trip adventurous aur scenic tha.,non-hate,N/A,#sports,Mixed,Positive
1409,Ye kayakers ka recklessness accidents invite karta hai.,hate,N/A,#sports,Mixed,Negative
1410,Proper paddling form se kayaking stamina badhti hai.,non-hate,N/A,#health,Mixed,Positive
1411,Ye log kayaking safety ko compromise karte hain.,hate,Stay cautious.,#health,Mixed,Negative
1412,Online anthropology classes se human history samajh aati hai.,non-hate,N/A,#education,Mixed,Positive
1413,Ye anthropology fads science ko dilute karte hain.,hate,N/A,#education,Mixed,Negative
1414,Urban green corridors se wildlife connectivity badhti hai.,non-hate,N/A,#environment,Mixed,Positive
1415,Ye urban sprawl wildlife habitats ko destroy karta hai.,hate,N/A,#environment,Mixed,Negative
1416,India ka renewable energy adoption sustainable growth deta hai.,non-hate,N/A,#nationalism,Mixed,Positive
1417,Ye coal lobby renewable transition ko sabotage karta hai.,hate,N/A,#nationalism,Mixed,Negative
1418,Ye government ka inaction healthcare access ko limit karta hai.,hate,N/A,#politics,Mixed,Negative
1419,Mobile clinics se rural healthcare badhta hai.,non-hate,N/A,#politics,Mixed,Positive
1420,Ye lazy writing in thrillers suspense kill karta hai.,hate,N/A,#entertainment,Mixed,Negative
1421,Ye psychological thriller mind-blowing aur intense tha.,non-hate,N/A,#entertainment,Mixed,Positive
1422,Aaj ka gardening session therapeutic aur productive tha.,non-hate,N/A,#daily life,Mixed,Positive
1423,Ye pesticide overuse plants aur health ko harm karta hai.,hate,N/A,#daily life,Mixed,Negative
1424,Universal mental health care se societal health badhta hai.,non-hate,N/A,#social issues,Mixed,Positive
1425,Tum jaise log mental health ko stigma banate ho.,hate,It‘«÷s human.,#social issues,Mixed,Negative
1426,Ye smart speaker ka sound quality rich hai.,non-hate,N/A,#technology,Mixed,Positive
1427,Ye smart speaker bugs privacy ko risk mein dalte hain.,hate,N/A,#technology,Mixed,Negative
1428,Ye fencing tournament precise aur thrilling tha.,non-hate,N/A,#sports,Mixed,Positive
1429,Ye fencers ka arrogance sportsmanship ko hurt karta hai.,hate,N/A,#sports,Mixed,Negative
1430,Proper fencing grip se control badhta hai.,non-hate,N/A,#health,Mixed,Positive
1431,Ye log fencing safety ko lightly lete hain.,hate,Stay safe.,#health,Mixed,Negative
1432,Online criminology classes se justice system samajh aata hai.,non-hate,N/A,#education,Mixed,Positive
1433,Ye crime hype reality ko exaggerate karta hai.,hate,N/A,#education,Mixed,Negative
1434,Mangrove planting se coastal resilience badhti hai.,non-hate,N/A,#environment,Mixed,Positive
1435,Ye mangrove cutting natural defenses ko weaken karta hai.,hate,N/A,#environment,Mixed,Negative
1436,India ka startup culture youth ko empower karta hai.,non-hate,N/A,#nationalism,Mixed,Positive
1437,Ye startup scams investor trust ko break karte hain.,hate,N/A,#nationalism,Mixed,Negative
1438,Ye government ka slow education funding youth ko disappoint karta hai.,hate,N/A,#politics,Mixed,Negative
1439,Scholarships se education access badhta hai.,non-hate,N/A,#politics,Mixed,Positive
1440,Ye overhyped actors talent ke bina chalte hain.,hate,N/A,#entertainment,Mixed,Negative
1441,Ye indie film festival diverse aur inspiring tha.,non-hate,N/A,#entertainment,Mixed,Positive
1442,Aaj ka nature walk rejuvenating aur peaceful tha.,non-hate,N/A,#daily life,Mixed,Positive
1443,Ye off-trail hikers ecosystems ko damage karte hain.,hate,N/A,#daily life,Mixed,Negative
1444,Universal basic income se poverty kam hoti hai.,non-hate,N/A,#social issues,Mixed,Positive
1445,Tum jaise log UBI ko impractical kehte ho.,hate,It‘«÷s a solution.,#social issues,Mixed,Negative
1446,Ye smart thermostat ka control user-friendly hai.,non-hate,N/A,#technology,Mixed,Positive
1447,Ye thermostat malfunctions energy waste karte hain.,hate,N/A,#technology,Mixed,Negative
1448,Ye triathlon race challenging aur rewarding tha.,non-hate,N/A,#sports,Mixed,Positive
1449,Ye triathlon doping fairness ko compromise karta hai.,hate,N/A,#sports,Mixed,Negative
1450,Proper nutrition se triathlon recovery hoti hai.,non-hate,N/A,#health,Mixed,Positive
1451,Ye log nutrition ko overcomplicate karte hain.,hate,Keep it simple.,#health,Mixed,Negative
1452,Online philosophy classes se ethics samajh aati hai.,non-hate,N/A,#education,Mixed,Positive
1453,Ye philosophy jargon practical use nahi deta.,hate,N/A,#education,Mixed,Negative
1454,Urban tree planting se air quality badhti hai.,non-hate,N/A,#environment,Mixed,Positive
1455,Ye urban deforestation heat aur pollution badhata hai.,hate,N/A,#environment,Mixed,Negative
1456,India ka renewable energy progress world ko lead karta hai.,non-hate,N/A,#nationalism,Mixed,Positive
1457,Ye fossil fuel dependence progress ko rokta hai.,hate,N/A,#nationalism,Mixed,Negative
1458,Ye government ka inaction job opportunities kam karta hai.,hate,N/A,#politics,Mixed,Negative
1459,Job fairs se employment connections badhte hain.,non-hate,N/A,#politics,Mixed,Positive
1460,Ye lazy writing in rom-coms chemistry nahi deta.,hate,N/A,#entertainment,Mixed,Negative
1461,Ye romantic drama heartfelt aur engaging tha.,non-hate,N/A,#entertainment,Mixed,Positive
1462,Aaj ka cooking workshop fun aur tasty tha.,non-hate,N/A,#daily life,Mixed,Positive
1463,Ye food wastage sustainability ko hurt karta hai.,hate,N/A,#daily life,Mixed,Negative
1464,Universal housing se housing crisis kam hota hai.,non-hate,N/A,#social issues,Mixed,Positive
1465,Tum jaise log housing aid ko misuse kehte ho.,hate,It‘«÷s a need.,#social issues,Mixed,Negative
1466,Ye VR headset ka comfort long sessions ke liye perfect hai.,non-hate,N/A,#technology,Mixed,Positive
1467,Ye VR glitches immersion ko break karte hain.,hate,N/A,#technology,Mixed,Negative
1468,Ye surfing contest wave mastery ka showcase tha.,non-hate,N/A,#sports,Mixed,Positive
1469,Ye surfers ka rule-breaking safety ko risk mein dalta hai.,hate,N/A,#sports,Mixed,Negative
1470,Proper surf stance se balance badhta hai.,non-hate,N/A,#health,Mixed,Positive
1471,Ye log surf safety ko ignore karte hain.,hate,Stay alert.,#health,Mixed,Negative
1472,Online criminology classes se crime prevention samajh aata hai.,non-hate,N/A,#education,Mixed,Positive
1473,Ye crime sensationalism fear spread karta hai.,hate,N/A,#education,Mixed,Negative
1474,Permaculture farming se soil fertility badhti hai.,non-hate,N/A,#environment,Mixed,Positive
1475,Ye chemical farming nature ko poison karta hai.,hate,N/A,#environment,Mixed,Negative
1476,India ka cultural heritage global pride ka source hai.,non-hate,N/A,#nationalism,Mixed,Positive
1477,Ye cultural appropriation heritage ko cheapen karta hai.,hate,N/A,#nationalism,Mixed,Negative
1478,Ye government ka slow healthcare funding lives cost karta hai.,hate,N/A,#politics,Mixed,Negative
1479,Health insurance reforms se affordability badhti hai.,non-hate,N/A,#politics,Mixed,Positive
1480,Ye lazy writing in dramas emotion nahi deta.,hate,N/A,#entertainment,Mixed,Negative
1481,Ye drama series nuanced aur powerful tha.,non-hate,N/A,#entertainment,Mixed,Positive
1482,Aaj ka art class expressive aur therapeutic tha.,non-hate,N/A,#daily life,Mixed,Positive
1483,Ye art censorship creativity ko choke karta hai.,hate,N/A,#daily life,Mixed,Negative
1484,Universal mental health support se stigma reduce hota hai.,non-hate,N/A,#social issues,Mixed,Positive
1485,Tum jaise log mental health ko dismiss karte ho.,hate,It‘«÷s real.,#social issues,Mixed,Negative
1486,Ye smart lock ka convenience unbeatable hai.,non-hate,N/A,#technology,Mixed,Positive
1487,Ye smart lock failures security ko risk mein dalte hain.,hate,N/A,#technology,Mixed,Negative
1488,Ye kayaking race thrilling aur scenic tha.,non-hate,N/A,#sports,Mixed,Positive
1489,Ye kayakers ka negligence accidents cause karta hai.,hate,N/A,#sports,Mixed,Negative
1490,Proper paddle technique se kayaking power badhti hai.,non-hate,N/A,#health,Mixed,Positive
1491,Ye log kayaking safety ko casually lete hain.,hate,Be careful.,#health,Mixed,Negative
1492,Online political science classes se policy samajh aati hai.,non-hate,N/A,#education,Mixed,Positive
1493,Ye political agendas education ko bias karte hain.,hate,N/A,#education,Mixed,Negative
1494,Urban green roofs se energy savings hoti hai.,non-hate,N/A,#environment,Mixed,Positive
1495,Ye urban heat islands livability ko ruin karte hain.,hate,N/A,#environment,Mixed,Negative
1496,India ka startup ecosystem innovation hub ban raha hai.,non-hate,N/A,#nationalism,Mixed,Positive
1497,Ye startup hype unrealistic expectations set karta hai.,hate,N/A,#nationalism,Mixed,Negative
1498,Ye government ka inaction infrastructure upgrades delay karta hai.,hate,N/A,#politics,Mixed,Negative
1499,Smart infrastructure se urban efficiency badhti hai.,non-hate,N/A,#politics,Mixed,Positive
1500,Ye lazy writing in sequels story ko flat banata hai.,hate,N/A,#entertainment,Mixed,Negative
1501,"Ye sarkar bas jhooth bolti hai, promises kabhi poore nahi karte.",hate,N/A,#politics,Mixed,Negative
1502,"Government ka ye scheme beneficial lag raha hai, implementation key hai.",non-hate,N/A,#politics,Mixed,Positive
1503,"Tum jaise log blindly support karte ho, critical thinking zero.",hate,I think this policy is good for the country.,#politics,Mixed,Negative
1504,"Political debates constructive hone chahiye, personal attacks se kuch nahi hota.",non-hate,N/A,#politics,Mixed,Positive
1505,"Ye neta log bas corruption karte hain, public ka paisa loot te hain.",hate,N/A,#politics,Mixed,Negative
1506,Government ka digital initiative tech adoption badha raha hai.,non-hate,N/A,#politics,Mixed,Positive
1507,"Ye opposition ka protest bas drama hai, real issues ignore karte hain.",hate,N/A,#politics,Mixed,Negative
1508,Political stability economic growth ke liye zaroori hai.,non-hate,N/A,#politics,Mixed,Positive
1509,"Is desh ke politicians incompetent hain, desh ka development rok rahe hain.",hate,N/A,#politics,Mixed,Negative
1510,"Ye policy reform long overdue tha, positive change hai.",non-hate,N/A,#politics,Mixed,Positive
1511,"Ye government ka economic policy disastrous hai, inflation sky-high.",hate,N/A,#politics,Mixed,Negative
1512,Opposition aur government dono ko compromise seekhna chahiye.,non-hate,N/A,#politics,Mixed,Positive
1513,"Tumhe politics ka kya pata, bas social media pe opinions dete ho.",hate,I have a right to my opinion.,#politics,Mixed,Negative
1514,Ye electoral reform voter participation badha sakta hai.,non-hate,N/A,#politics,Mixed,Positive
1515,"Ye sarkar ka foreign policy weak hai, desh ka image kharab ho raha hai.",hate,N/A,#politics,Mixed,Negative
1516,Government ka ye initiative rural areas ko empower kar raha hai.,non-hate,N/A,#politics,Mixed,Positive
1517,"Ye neta log bas vote bank ke liye kaam karte hain, desh ke liye nahi.",hate,N/A,#politics,Mixed,Negative
1518,Political leaders ko accountability maintain karni chahiye.,non-hate,N/A,#politics,Mixed,Positive
1519,"Tum jaise log political parties ko worship karte ho, cult mentality.",hate,I support my party because of their policies.,#politics,Mixed,Negative
1520,"Ye policy ka long-term impact dekhna padega, abhi judgemental nahi hona chahiye.",non-hate,N/A,#politics,Mixed,Positive
1521,"Ye government ka education reform fail hai, students suffer kar rahe hain.",hate,N/A,#politics,Mixed,Negative
1522,"Government aur opposition dono ko milke kaam karna chahiye, desh ke liye.",non-hate,N/A,#politics,Mixed,Positive
1523,"Ye sarkar ka healthcare policy inadequate hai, public suffer kar rahi hai.",hate,N/A,#politics,Mixed,Negative
1524,Political reform transparency badha sakta hai.,non-hate,N/A,#politics,Mixed,Positive
1525,Tum jaise log political ideologies ko religion bana lete ho.,hate,Ideologies guide my beliefs.,#politics,Mixed,Negative
1526,"Public participation in governance important hai, citizen feedback matter karta hai.",non-hate,N/A,#politics,Mixed,Positive
1527,"Ye neta log bas power ke liye ladte hain, public welfare secondary.",hate,N/A,#politics,Mixed,Negative
1528,Ye budget allocation infrastructure ke liye crucial hai.,non-hate,N/A,#politics,Mixed,Positive
1529,"Is government ka foreign policy confused hai, allies aur enemies ka pata nahi.",hate,N/A,#politics,Mixed,Negative
